0 6,47266200
1 12,53674000
2 16,96271000
3 21,31772000
4 26,53133000
5 34,57341000
6 38,55742000
7 43,24411000
8 47,91003000
9 52,30053000
10 56,53546000
11 60,57740000
12 64,51948000
13 69,20474000
14 73,18027000
15 76,93617000
16 81,24618000
17 85,43188000
18 88,67908000
19 92,40166000
20 94,90343000
21 97,35119000
22 99,57316000
23 101,89140000
24 104,17800000
25 106,66880000
26 108,77350000
27 111,19380000
28 113,46390000
29 116,03290000
30 118,23070000
31 120,93150000
32 122,94980000
33 124,93870000
34 126,79610000
35 128,72870000
36 130,53320000
37 132,31230000
38 134,16300000
39 135,89070000
40 137,96890000
41 139,73430000
42 141,38220000
43 143,00620000
44 144,51830000
45 146,18370000
46 147,82340000
47 149,35340000
48 150,92400000
49 153,18860000
50 157,11290000
51 160,62600000
52 163,96900000
53 167,32420000
54 169,65730000
55 171,67900000
56 173,70100000
57 175,50810000
58 177,19350000
59 178,74710000
60 180,08920000
61 181,36170000
62 182,47980000
63 183,43810000
64 184,23220000
65 184,94270000
66 185,35510000
67 185,63400000
68 185,72400000
69 185,64630000
70 185,40140000
71 184,99310000
72 184,42520000
73 183,74450000
74 182,88070000
75 181,93010000
76 180,85720000
77 179,38910000
78 175,39200000
79 172,70980000
80 169,83070000
81 167,20960000
82 165,23770000
83 163,23100000
84 161,20120000
85 159,16080000
86 157,01530000
87 154,99200000
88 152,78830000
89 150,73660000
90 148,26020000
91 146,27570000
92 144,39700000
93 142,80290000
94 141,39660000
